Results from heasarc_actszclust: Atacama Cosmology Telescope DR5 Sunyaev-Zeldovich Cluster Catalog
Coordinate system: Equatorial
|name               |ra         |dec        |snr     |y_c       |y_c_error |redshift|redshift_error|mass_500c|mass_500c_pos_err|mass_500c_neg_err|mass_200m|mass_200m_pos_err|mass_200m_neg_err|
|ACT-CL J0456.6-5623|04 56 41.39|-56 23 02.3| 5.69462|1.6419e-04|2.8833e-05|0.671700|      0.046490|  2.69686|          0.55323|          0.45906|  4.64703|          0.95329|          0.79102|
|ACT-CL J0147.8-5622|01 47 50.31|-56 22 17.6| 5.78539|1.5865e-04|2.7423e-05|0.640600|      0.042680|  2.64901|          0.53902|          0.44789|  4.57480|          0.93088|          0.77349|
|ACT-CL J0025.4-5619|00 25 28.81|-56 19 05.7| 4.46464|1.3463e-04|3.0156e-05|0.814079|      0.014522|  2.18903|          0.49117|          0.40116|  3.72655|          0.83615|          0.68292|
|ACT-CL J0154.5-5618|01 54 33.00|-56 19 00.0| 4.28853|1.5709e-04|3.6630e-05|0.801179|      0.011417|  1.96880|          0.46510|          0.37622|  3.34567|          0.79037|          0.63933|
|ACT-CL J0540.1-5617|05 40 11.03|-56 17 57.3| 4.94774|1.5345e-04|3.1015e-05|0.447400|      0.008738|  2.51049|          0.57814|          0.46993|  4.44469|          1.02357|          0.83198|
|ACT-CL J0256.3-5617|02 56 22.98|-56 17 51.5| 8.35356|1.4479e-04|1.7333e-05|0.594739|      0.007770|  3.65619|          0.66589|          0.56330|  6.38900|          1.16361|          0.98434|
|ACT-CL J2300.0-5617|23 00 00.62|-56 17 29.9| 5.26609|6.8958e-05|1.3095e-05|0.152800|      0.000000|  2.45578|          0.67353|          0.52856|  4.74108|          1.30029|          1.02043|
|ACT-CL J0330.1-5616|03 30 11.33|-56 16 00.7| 6.40341|1.7732e-04|2.7691e-05|0.839518|      0.011351|  2.77599|          0.52144|          0.43898|  4.74632|          0.89154|          0.75056|
|ACT-CL J2058.3-5608|20 58 21.01|-56 08 30.0| 4.11488|1.4283e-04|3.4711e-05|0.606000|      0.000000|  2.33058|          0.56847|          0.45700|  4.02729|          0.98234|          0.78971|
|ACT-CL J0356.0-5607|03 56 04.04|-56 07 30.5| 5.48433|9.2580e-05|1.6881e-05|0.414293|      0.010489|  2.55057|          0.56584|          0.46310|  4.54659|          1.00866|          0.82552|
|ACT-CL J0131.7-5604|01 31 44.51|-56 04 45.3| 6.66252|1.4864e-04|2.2310e-05|0.748300|      0.046240|  2.91707|          0.55271|          0.46467|  5.01013|          0.94930|          0.79808|
|ACT-CL J2004.8-5603|20 04 53.00|-56 03 44.8| 4.59212|2.1436e-04|4.6681e-05|0.760756|      0.014865|  2.30822|          0.54725|          0.44237|  3.94211|          0.93462|          0.75550|
|ACT-CL J0444.4-5603|04 44 27.32|-56 03 10.3| 6.43213|1.0859e-04|1.6883e-05|1.050200|      0.028703|  2.63809|          0.48047|          0.40644|  4.50624|          0.82071|          0.69426|
|ACT-CL J0002.0-5557|00 02 03.13|-55 57 25.7| 4.80708|5.4592e-05|1.1357e-05|1.150000|      0.096750|  2.16803|          0.44835|          0.37152|  3.69932|          0.76502|          0.63392|
|ACT-CL J0658.5-5557|06 58 32.35|-55 57 10.9|31.37343|1.3137e-03|4.1873e-05|0.296000|      0.000000| 11.40320|          2.20740|          1.84940| 21.76470|          4.21316|          3.52986|
|ACT-CL J0613.0-5550|06 13 04.33|-55 50 55.1| 4.32672|6.6891e-05|1.5460e-05|0.576606|      0.007246|  2.28450|          0.53968|          0.43655|  3.95885|          0.93522|          0.75651|
|ACT-CL J0547.3-5549|05 47 23.77|-55 49 05.1| 4.33363|3.8147e-05|8.8027e-06|0.644304|      0.011768|  1.67121|          0.46717|          0.36511|  2.85722|          0.79870|          0.62421|
|ACT-CL J1959.2-5548|19 59 17.82|-55 48 29.3| 7.24179|1.0749e-04|1.4844e-05|0.211911|      0.003927|  3.59627|          0.82210|          0.66914|  6.84671|          1.56515|          1.27393|
|ACT-CL J2001.2-5546|20 01 15.28|-55 46 38.9| 4.77184|7.3121e-05|1.5323e-05|0.734992|      0.015504|  2.76645|          0.59980|          0.49293|  4.74937|          1.02972|          0.84624|
|ACT-CL J2121.0-5546|21 21 05.99|-55 46 30.0| 4.36919|2.0494e-04|4.6905e-05|0.999200|      0.027989|  2.20264|          0.50725|          0.41230|  3.74459|          0.86235|          0.70093|
|ACT-CL J0156.1-5542|01 56 10.27|-55 42 00.4| 9.08206|1.8278e-04|2.0125e-05|1.288000|      0.000000|  2.97181|          0.47654|          0.41069|  5.14062|          0.82432|          0.71040|
|ACT-CL J0655.6-5541|06 55 40.73|-55 41 41.9| 6.47534|1.3035e-04|2.0130e-05|0.287700|      0.023910|  3.25009|          0.72377|          0.59194|  6.01572|          1.33965|          1.09566|
|ACT-CL J2101.2-5541|21 01 12.57|-55 41 28.6| 5.71188|1.2129e-04|2.1235e-05|0.250743|      0.004949|  2.96568|          0.70818|          0.57167|  5.54161|          1.32329|          1.06821|
|ACT-CL J0328.6-5541|03 28 40.91|-55 41 25.7| 6.87257|7.4165e-05|1.0792e-05|0.085600|      0.000000|  3.46979|          1.02221|          0.78959|  6.98318|          2.05726|          1.58910|
|ACT-CL J0628.2-5541|06 28 17.44|-55 41 17.3| 4.66461|1.9365e-04|4.1514e-05|0.707005|      0.017571|  2.44061|          0.54761|          0.44726|  4.18581|          0.93920|          0.76708|
|ACT-CL J2023.3-5535|20 23 20.26|-55 35 26.8|15.38951|1.8650e-04|1.2118e-05|0.232000|      0.000000|  6.74321|          1.36653|          1.13626| 12.96012|          2.62640|          2.18384|
|ACT-CL J0440.0-5533|04 40 01.00|-55 33 30.0| 4.24215|1.5230e-04|3.5902e-05|0.575450|      0.007519|  2.01266|          0.49956|          0.40022|  3.47878|          0.86347|          0.69176|
|ACT-CL J2218.1-5532|22 18 06.02|-55 33 00.0| 4.55558|1.8999e-04|4.1706e-05|0.981484|      0.028640|  2.03636|          0.47068|          0.38231|  3.45554|          0.79871|          0.64876|
|ACT-CL J0019.3-5527|00 19 18.21|-55 27 24.0| 5.28603|2.0314e-04|3.8430e-05|0.910643|      0.017491|  2.25016|          0.47657|          0.39328|  3.82594|          0.81032|          0.66869|
|ACT-CL J2217.8-5524|22 17 52.00|-55 24 40.9| 4.91736|2.0637e-04|4.1969e-05|0.962570|      0.024038|  2.16654|          0.48247|          0.39460|  3.68072|          0.81966|          0.67038|
|ACT-CL J2055.8-5524|20 55 51.00|-55 24 30.0| 4.18588|1.9410e-04|4.6369e-05|0.666900|      0.014564|  2.31937|          0.56574|          0.45481|  3.98514|          0.97205|          0.78144|
|ACT-CL J0111.4-5518|01 11 26.51|-55 18 50.1| 4.75647|4.6715e-05|9.8214e-06|0.499001|      0.007240|  2.20567|          0.53046|          0.42762|  3.85980|          0.92828|          0.74831|
|ACT-CL J2148.6-5518|21 48 41.01|-55 18 41.9| 4.72176|9.9311e-05|2.1033e-05|0.404177|      0.010763|  2.62179|          0.62383|          0.50392|  4.68641|          1.11508|          0.90075|
|ACT-CL J2114.9-5518|21 14 58.66|-55 18 29.9| 4.36984|9.1345e-05|2.0904e-05|0.407352|      0.011657|  2.34991|          0.58125|          0.46599|  4.18714|          1.03569|          0.83031|
|ACT-CL J0343.0-5517|03 43 02.19|-55 17 53.8| 4.93235|1.8551e-04|3.7610e-05|0.545170|      0.006641|  2.35640|          0.53867|          0.43844|  4.10223|          0.93776|          0.76328|
|ACT-CL J0529.8-5516|05 29 50.99|-55 16 30.0| 4.21492|1.5233e-04|3.6141e-05|0.674938|      0.015315|  1.79775|          0.47264|          0.37425|  3.07046|          0.80724|          0.63920|
|ACT-CL J0617.1-5507|06 17 06.54|-55 07 38.3| 6.92930|2.6449e-04|3.8170e-05|1.019600|      0.028274|  2.86335|          0.51916|          0.43948|  4.89669|          0.88784|          0.75157|
|ACT-CL J1956.9-5502|19 56 58.00|-55 02 45.1| 4.75893|2.1197e-04|4.4541e-05|0.581000|      0.022134|  2.61638|          0.59589|          0.48535|  4.54504|          1.03514|          0.84312|
|ACT-CL J2056.8-5459|20 56 52.48|-54 59 22.7| 4.27112|1.1895e-04|2.7849e-05|0.718000|      0.000000|  2.40061|          0.56099|          0.45472|  4.11288|          0.96112|          0.77906|
|ACT-CL J2055.9-5456|20 55 59.04|-54 56 12.1| 6.92291|8.2733e-05|1.1951e-05|0.139000|      0.000000|  3.43414|          0.89093|          0.70740|  6.73053|          1.74612|          1.38643|
|ACT-CL J0035.2-5456|00 35 17.44|-54 56 00.3| 4.59380|4.9004e-05|1.0667e-05|0.336200|      0.018707|  2.13397|          0.53702|          0.42905|  3.85758|          0.97077|          0.77559|
|ACT-CL J0406.7-5455|04 06 47.55|-54 55 17.3| 7.87721|8.4764e-05|1.0761e-05|0.720771|      0.017091|  3.30197|          0.59332|          0.50295|  5.69547|          1.02341|          0.86752|
|ACT-CL J0426.0-5455|04 26 02.76|-54 55 09.4|10.10531|2.1110e-04|2.0890e-05|0.642000|      0.000000|  3.94930|          0.68724|          0.58538|  6.88039|          1.19730|          1.01983|
|ACT-CL J2316.9-5454|23 16 55.32|-54 54 14.8| 5.68509|5.6638e-05|9.9626e-06|0.370577|      0.009576|  2.57882|          0.60921|          0.49279|  4.64264|          1.09676|          0.88717|
|ACT-CL J0344.3-5453|03 44 21.96|-54 53 00.4| 8.38921|2.4665e-04|2.9401e-05|1.040000|      0.028560|  3.26354|          0.55474|          0.47414|  5.59927|          0.95177|          0.81349|
|ACT-CL J2351.6-5452|23 51 36.41|-54 52 51.4| 6.45223|1.1762e-04|1.8230e-05|0.383800|      0.000000|  3.06956|          0.64500|          0.53300|  5.53173|          1.16237|          0.96053|
|ACT-CL J0249.8-5446|02 49 53.00|-54 47 00.0| 4.17687|1.5198e-04|3.6386e-05|0.454896|      0.009304|  1.93520|          0.50878|          0.40286|  3.40180|          0.89435|          0.70817|
|ACT-CL J0001.6-5440|00 01 40.55|-54 40 13.0| 4.89405|4.9325e-05|1.0078e-05|0.882726|      0.014221|  2.35477|          0.50660|          0.41691|  4.00876|          0.86243|          0.70974|
|ACT-CL J0516.0-5438|05 16 00.67|-54 38 39.9| 4.17262|4.5744e-05|1.0963e-05|0.737417|      0.019002|  2.01543|          0.47269|          0.38289|  3.43638|          0.80595|          0.65284|
|ACT-CL J0346.9-5438|03 46 55.16|-54 38 34.8| 8.54509|7.6703e-05|8.9762e-06|0.529700|      0.000000|  3.50340|          0.66094|          0.55604|  6.16643|          1.16334|          0.97870|
|ACT-CL J2039.6-5436|20 39 37.99|-54 37 00.0| 4.15336|4.1715e-05|1.0044e-05|0.775064|      0.019539|  2.23318|          0.54089|          0.43543|  3.80883|          0.92253|          0.74265|
|ACT-CL J2355.3-5436|23 55 21.98|-54 36 30.0| 4.42016|1.7658e-04|3.9950e-05|0.396710|      0.012891|  1.99747|          0.53908|          0.42451|  3.55420|          0.95921|          0.75536|
|ACT-CL J0352.9-5434|03 52 59.01|-54 34 30.0| 4.10538|5.6445e-05|1.3749e-05|0.587755|      0.008707|  2.00851|          0.48820|          0.39274|  3.46655|          0.84259|          0.67784|
|ACT-CL J2259.8-5431|22 59 54.00|-54 31 45.0| 4.47824|4.6996e-05|1.0494e-05|0.418784|      0.011948|  2.36615|          0.58730|          0.47052|  4.20681|          1.04417|          0.83653|
|ACT-CL J0516.6-5430|05 16 36.18|-54 30 36.5|12.32393|1.0949e-04|8.8843e-06|0.295000|      0.000000|  4.37298|          0.86812|          0.72433|  8.13682|          1.61531|          1.34776|
|ACT-CL J0530.5-5429|05 30 35.02|-54 29 14.8| 5.04842|1.0667e-04|2.1129e-05|0.883046|      0.020225|  2.26259|          0.47167|          0.39030|  3.84856|          0.80228|          0.66389|
|ACT-CL J0111.0-5424|01 11 03.99|-54 24 50.4| 6.56725|8.0307e-05|1.2228e-05|0.480881|      0.007288|  3.06744|          0.62416|          0.51863|  5.42342|          1.10356|          0.91697|
|ACT-CL J0156.4-5424|01 56 27.34|-54 24 40.0| 4.29035|7.5419e-05|1.7579e-05|0.406839|      0.012165|  2.05750|          0.51777|          0.41367|  3.65555|          0.91993|          0.73497|
|ACT-CL J0307.4-5424|03 07 25.98|-54 24 30.0| 4.27152|7.4216e-05|1.7375e-05|1.050200|      0.028703|  1.94455|          0.42976|          0.35197|  3.30018|          0.72937|          0.59735|
|ACT-CL J0439.7-5424|04 39 44.00|-54 24 30.0| 4.53434|1.5467e-04|3.4111e-05|0.683071|      0.015188|  2.00989|          0.48166|          0.38855|  3.43867|          0.82406|          0.66476|
|ACT-CL J2357.0-5421|23 57 01.00|-54 22 00.0| 4.23320|1.3140e-04|3.1039e-05|0.927221|      0.019208|  2.05608|          0.47176|          0.38372|  3.48909|          0.80055|          0.65115|
|ACT-CL J0438.2-5419|04 38 17.31|-54 19 32.7|22.29457|6.0114e-04|2.6964e-05|0.421200|      0.000000|  7.56493|          1.35933|          1.15228| 13.82558|          2.48429|          2.10589|
|ACT-CL J0005.0-5415|00 05 03.67|-54 15 25.0| 4.48077|5.6991e-05|1.2719e-05|0.525290|      0.006575|  2.32257|          0.54867|          0.44383|  4.05309|          0.95748|          0.77452|
|ACT-CL J2239.6-5414|22 39 39.66|-54 14 27.2| 4.86035|6.5085e-05|1.3391e-05|0.452847|      0.009852|  2.57173|          0.59443|          0.48283|  4.55102|          1.05192|          0.85443|
|ACT-CL J0645.4-5413|06 45 28.54|-54 13 23.6|19.47588|1.9063e-04|9.7881e-06|0.167000|      0.000000|  7.93847|          1.78120|          1.45478| 15.73327|          3.53017|          2.88324|
|ACT-CL J2103.0-5411|21 03 03.75|-54 11 32.8| 4.87720|5.7330e-05|1.1755e-05|0.561050|      0.008055|  2.69686|          0.60511|          0.49422|  4.69925|          1.05440|          0.86117|
|ACT-CL J2342.7-5411|23 42 45.62|-54 11 11.5| 4.64477|1.3789e-04|2.9687e-05|1.075000|      0.000000|  2.12371|          0.44802|          0.36997|  3.61310|          0.76223|          0.62944|
|ACT-CL J0449.8-5406|04 49 52.45|-54 06 13.1| 4.36342|3.7970e-05|8.7020e-06|0.614782|      0.009938|  1.85432|          0.47465|          0.37792|  3.18593|          0.81550|          0.64930|
|ACT-CL J2050.1-5404|20 50 06.11|-54 04 31.9| 5.04938|6.8330e-05|1.3532e-05|0.660940|      0.013251|  2.79902|          0.60452|          0.49715|  4.83115|          1.04341|          0.85808|
|ACT-CL J0304.9-5404|03 04 55.29|-54 04 13.9| 5.24128|6.1099e-05|1.1657e-05|0.794744|      0.013104|  2.42053|          0.50056|          0.41479|  4.13214|          0.85453|          0.70809|
|ACT-CL J0231.0-5404|02 31 05.53|-54 04 12.1| 6.39103|5.3598e-05|8.3865e-06|0.608652|      0.009231|  2.66364|          0.54200|          0.45036|  4.61492|          0.93905|          0.78027|
|ACT-CL J0118.6-5404|01 18 36.77|-54 04 07.5| 4.74897|6.8908e-05|1.4510e-05|0.240298|      0.004752|  2.17102|          0.57077|          0.45195|  4.03991|          1.06212|          0.84101|
|ACT-CL J0556.8-5403|05 56 48.76|-54 03 53.1| 6.90323|1.2188e-04|1.7655e-05|0.978800|      0.027703|  2.84762|          0.51400|          0.43541|  4.86662|          0.87843|          0.74412|
|ACT-CL J0202.2-5401|02 02 15.82|-54 01 28.1| 5.39751|5.5332e-05|1.0251e-05|0.685939|      0.016186|  2.40061|          0.50044|          0.41411|  4.12176|          0.85923|          0.71101|
|ACT-CL J0002.4-5400|00 02 27.00|-54 01 00.0| 4.06345|4.4755e-05|1.1014e-05|0.632065|      0.010914|  2.13838|          0.52893|          0.42404|  3.67888|          0.90997|          0.72953|
|ACT-CL J0100.0-5358|01 00 03.00|-53 58 57.5| 4.79348|4.8021e-05|1.0018e-05|1.193000|      0.030702|  2.01127|          0.41928|          0.34695|  3.43262|          0.71557|          0.59213|
|ACT-CL J2332.4-5358|23 32 25.23|-53 58 27.7| 9.82999|9.4809e-05|9.6449e-06|0.402000|      0.000000|  4.01235|          0.78000|          0.65305|  7.24769|          1.40895|          1.17963|
|ACT-CL J0638.7-5358|06 38 47.14|-53 58 23.7|24.12476|2.2396e-04|9.2835e-06|0.226000|      0.000000|  8.90584|          1.84913|          1.53120| 17.28934|          3.58980|          2.97260|
|ACT-CL J2232.8-5357|22 32 50.98|-53 58 00.0| 4.27943|1.3784e-04|3.2211e-05|0.435804|      0.010559|  2.26103|          0.56705|          0.45335|  4.00237|          1.00376|          0.80250|
|ACT-CL J2317.3-5357|23 17 20.00|-53 57 44.9| 4.19058|6.4690e-05|1.5437e-05|0.385402|      0.010325|  2.19054|          0.56261|          0.44764|  3.91553|          1.00564|          0.80014|
|ACT-CL J0258.0-5355|02 58 02.00|-53 55 22.9| 4.56234|1.7031e-04|3.7328e-05|1.029800|      0.028417|  2.00023|          0.44375|          0.36318|  3.39525|          0.75323|          0.61647|
|ACT-CL J0106.2-5355|01 06 17.95|-53 55 15.0| 6.02027|5.1018e-05|8.4744e-06|0.489572|      0.006959|  2.60022|          0.55940|          0.46036|  4.57365|          0.98396|          0.80976|
|ACT-CL J0342.0-5354|03 42 05.55|-53 54 45.0| 6.23794|6.2928e-05|1.0088e-05|0.510400|      0.006146|  2.85547|          0.58814|          0.48769|  5.01686|          1.03332|          0.85684|
|ACT-CL J2045.0-5353|20 45 02.37|-53 53 32.0| 5.46595|6.2535e-05|1.1441e-05|0.415149|      0.010373|  2.98001|          0.67116|          0.54778|  5.33024|          1.20047|          0.97980|
|ACT-CL J0012.3-5352|00 12 21.00|-53 52 30.0| 4.13900|4.0249e-05|9.7243e-06|0.343121|      0.008038|  1.98513|          0.54968|          0.43048|  3.57626|          0.99025|          0.77552|
|ACT-CL J2336.0-5352|23 36 03.68|-53 52 19.9| 5.90859|6.0755e-05|1.0282e-05|0.520560|      0.006266|  2.78173|          0.58684|          0.48460|  4.87709|          1.02888|          0.84964|
|ACT-CL J0348.0-5349|03 48 05.45|-53 49 30.1| 5.26858|1.4803e-04|2.8098e-05|0.287294|      0.006823|  2.39236|          0.57945|          0.46647|  4.39577|          1.06469|          0.85710|
|ACT-CL J0546.6-5345|05 46 37.66|-53 45 33.2|12.92992|1.4950e-04|1.1562e-05|1.066800|      0.000000|  4.23956|          0.66968|          0.57833|  7.32125|          1.15646|          0.99871|
|ACT-CL J2040.9-5343|20 40 55.00|-53 43 00.1| 4.45042|4.5354e-05|1.0191e-05|0.533486|      0.007307|  1.99885|          0.56051|          0.43776|  3.47287|          0.97386|          0.76058|
|ACT-CL J2012.3-5342|20 12 19.00|-53 42 44.9| 4.37207|8.3278e-05|1.9048e-05|0.522303|      0.007409|  2.64536|          0.63395|          0.51139|  4.63164|          1.10995|          0.89538|
|ACT-CL J2008.1-5342|20 08 08.01|-53 42 37.2| 4.49224|2.1022e-04|4.6797e-05|0.685215|      0.016428|  2.35153|          0.56956|          0.45851|  4.03592|          0.97753|          0.78693|
|ACT-CL J0509.3-5342|05 09 20.28|-53 42 08.4|10.85753|1.2117e-04|1.1160e-05|0.460100|      0.000000|  4.22790|          0.77002|          0.65138|  7.55867|          1.37664|          1.16455|
|ACT-CL J0501.7-5340|05 01 44.40|-53 40 11.7| 4.29035|4.4397e-05|1.0348e-05|0.917600|      0.026846|  1.91268|          0.43239|          0.35266|  3.24100|          0.73267|          0.59758|
|ACT-CL J0609.5-5339|06 09 30.07|-53 39 57.0| 7.50405|1.3513e-04|1.8007e-05|0.870270|      0.013032|  3.15310|          0.56401|          0.47843|  5.40262|          0.96640|          0.81976|
|ACT-CL J2241.3-5339|22 41 21.94|-53 39 07.2| 4.63652|1.9453e-04|4.1956e-05|0.943364|      0.020498|  2.22091|          0.49084|          0.40200|  3.77484|          0.83427|          0.68326|
|ACT-CL J2111.7-5339|21 11 45.66|-53 39 02.7| 4.58401|4.5421e-05|9.9085e-06|0.446928|      0.009382|  2.45240|          0.59819|          0.48089|  4.33994|          1.05860|          0.85102|
|ACT-CL J2331.2-3630|23 31 14.00|-36 30 22.8| 4.35549|3.5804e-05|8.2205e-06|0.095500|      0.000000|  1.75978|          0.62107|          0.45906|  3.45917|          1.22083|          0.90237|
|ACT-CL J2233.3-5338|22 33 19.95|-53 38 48.7| 9.06097|9.1812e-05|1.0133e-05|0.439800|      0.000000|  4.10173|          0.78054|          0.65575|  7.35574|          1.39976|          1.17598|
|ACT-CL J0342.9-5337|03 42 58.03|-53 37 48.4| 5.52746|4.9595e-05|8.9725e-06|0.059700|      0.000000|  3.21448|          1.18265|          0.86457|  6.54700|          2.40873|          1.76088|
|ACT-CL J0356.3-5337|03 56 19.66|-53 37 45.8| 6.05944|2.2240e-04|3.6703e-05|1.036000|      0.000000|  2.44229|          0.47077|          0.39469|  4.16363|          0.80257|          0.67287|
|ACT-CL J0222.7-5335|02 22 47.35|-53 35 40.0| 4.92305|6.6945e-05|1.3598e-05|0.479282|      0.008210|  2.33540|          0.53189|          0.43323|  4.10496|          0.93492|          0.76149|
|ACT-CL J2002.0-5335|20 02 00.57|-53 35 17.3| 4.27768|4.7077e-05|1.1005e-05|0.482817|      0.008293|  2.45578|          0.61166|          0.48969|  4.31885|          1.07570|          0.86120|
|ACT-CL J0233.3-5334|02 33 18.32|-53 34 55.1| 4.68275|1.0170e-04|2.1717e-05|0.381065|      0.010151|  2.16952|          0.53105|          0.42662|  3.88091|          0.94996|          0.76315|
|ACT-CL J0313.9-5334|03 13 54.61|-53 34 25.4| 5.40155|2.0046e-04|3.7112e-05|1.474000|      0.000000|  1.97831|          0.38133|          0.31971|  3.43469|          0.66206|          0.55507|
